0	75
1	62.480933
2	51.875111
3	44.347369
4	38.651377
5	34.152867
6	30.356151
7	27.357143
8	24.824074
9	22.641843
10	20.834334
11	19.231171
12	17.840896
13	16.577291
14	15.476778
15	14.481218
16	13.565318
17	12.739093
18	12.027325
19	11.327444
20	10.716207
21	10.108312
22	9.571892
23	9.051872
24	8.607998
25	8.153442
26	7.715108
27	7.338808
28	6.969396
29	6.594589
30	6.268013
31	5.953568
32	5.62698
33	5.3
34	5.051559
35	4.75
36	4.496265
37	4.245447
38	3.7
39	3.4
40	3
41	2.6
42	2.1
43	1.7
44	1.36
45	1
46	0.5
47	0
