0	83
0.439797325	82.32520325
0.659695987	81.20054201
0.835614917	78.80126468
1.275412242	73.17795845
1.803169031	68.37940379
2.462865018	62.90605239
2.990621808	59.3071364
3.518378597	56.23306233
4.529912444	50.98464318
5.189608431	47.68563686
6.113182813	44.16169828
7.080736927	41.08762421
8.004311309	38.3134598
9.103804621	35.76422764
10.20329793	33.06504065
10.95095338	31.49051491
12.22636563	29.24119241
13.45779814	27.21680217
14.60127118	25.56729901
15.87668342	24.06775068
17.37199433	22.26829268
18.25158897	21.21860885
19.52700122	19.94399277
20.89037292	18.96928636
22.82548115	17.39476061
23.9689542	16.57000903
25.4642651	15.74525745
26.69569761	15.0704607
28.67478557	14.02077687
30.56591407	13.04607046
33.33663721	11.92140921
36.45919822	10.72177055
39.71369842	9.747064137
42.88023916	8.772357724
46.17871909	8.022583559
48.06984759	7.647696477
51.19240859	7.047877145
55.37048318	6.373080397
59.72447669	5.623306233
64.87010539	4.798554652
70.67543008	4.123757904
74.72156546	3.673893406
79.42739684	3.149051491
83.12169437	2.774164408
86.5521135	2.399277326
89.71865424	1.949412827
93.4569315	1.499548329
97.54704662	1.04968383
101.4172631	0.599819332
105.7272769	0.224932249
108.498	0
